"No.","Time","Source","Destination","Protocol","Length","Info"
"2845","39.815258","192.168.66.22","216.9.81.189","TCP","60","50447  >  http(80) [ACK] Seq=625 Ack=25974 Win=65616 Len=0"
"2846","39.886741","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50447 [ACK] Seq=25974 Ack=625 Win=7088 Len=1367 [TCP segment of a reassembled PDU]"
"2847","39.886815","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50447 [ACK] Seq=27341 Ack=625 Win=7088 Len=1367 [TCP segment of a reassembled PDU]"
"2848","39.887536","192.168.66.22","216.9.81.189","TCP","60","50447  >  http(80) [ACK] Seq=625 Ack=28708 Win=65616 Len=0"
"2849","39.963815","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50447 [ACK] Seq=28708 Ack=625 Win=7088 Len=1367 [TCP segment of a reassembled PDU]"
"2850","40.120055","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50447 [PSH, ACK] Seq=30075 Ack=625 Win=7088 Len=1367 [TCP segment of a reassembled PDU]"
"2851","40.120127","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50447 [ACK] Seq=31442 Ack=625 Win=7088 Len=1367 [TCP segment of a reassembled PDU]"
"2852","40.120749","192.168.66.22","216.9.81.189","TCP","60","50447  >  http(80) [ACK] Seq=625 Ack=31442 Win=65616 Len=0"
"2853","40.152095","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=1 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2854","40.152166","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=1368 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2855","40.152232","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=2735 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2856","40.152842","192.168.66.22","qwe.mvdunalterableairreport.net","TCP","60","50473  >  http(80) [ACK] Seq=146 Ack=2735 Win=65536 Len=0"
"2857","40.152879","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=4102 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2858","40.152953","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=5469 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2859","40.153018","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=6836 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2860","40.153547","192.168.66.22","qwe.mvdunalterableairreport.net","TCP","60","50473  >  http(80) [ACK] Seq=146 Ack=5469 Win=65536 Len=0"
"2861","40.153549","192.168.66.22","qwe.mvdunalterableairreport.net","TCP","60","50473  >  http(80) [ACK] Seq=146 Ack=8203 Win=65536 Len=0"
"2862","40.153661","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=8203 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2863","40.153731","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=9570 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2864","40.153794","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=10937 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2865","40.154402","192.168.66.22","qwe.mvdunalterableairreport.net","TCP","60","50473  >  http(80) [ACK] Seq=146 Ack=10937 Win=65536 Len=0"
"2866","40.268681","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=12304 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2867","40.269365","192.168.66.22","qwe.mvdunalterableairreport.net","TCP","60","50473  >  http(80) [ACK] Seq=146 Ack=13671 Win=65536 Len=0"
"2868","40.315264","192.168.66.22","216.9.81.189","TCP","60","50447  >  http(80) [ACK] Seq=625 Ack=32809 Win=65616 Len=0"
"2869","40.414566","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50447 [ACK] Seq=32809 Ack=625 Win=7088 Len=1367 [TCP segment of a reassembled PDU]"
"2870","40.414634","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50447 [ACK] Seq=34176 Ack=625 Win=7088 Len=1367 [TCP segment of a reassembled PDU]"
"2871","40.415328","192.168.66.22","216.9.81.189","TCP","60","50447  >  http(80) [ACK] Seq=625 Ack=35543 Win=65616 Len=0"
"2872","40.415333","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50447 [PSH, ACK] Seq=35543 Ack=625 Win=7088 Len=1367 [TCP segment of a reassembled PDU]"
"2873","40.420428","216.9.81.189","192.168.66.22","HTTP","851","HTTP/1.1 200 OK  (text/plain)"
"2874","40.420475","216.9.81.189","192.168.66.22","TCP","54","http(80)  >  50447 [FIN, ACK] Seq=37707 Ack=625 Win=7088 Len=0"
"2875","40.420763","192.168.66.22","216.9.81.189","TCP","60","50447  >  http(80) [ACK] Seq=625 Ack=37708 Win=65616 Len=0"
"2876","40.421228","192.168.66.22","216.9.81.189","TCP","60","50447  >  http(80) [FIN, ACK] Seq=625 Ack=37708 Win=65616 Len=0"
"2877","40.530135","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=13671 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2878","40.530203","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=15038 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2879","40.530267","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=16405 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2880","40.530893","192.168.66.22","qwe.mvdunalterableairreport.net","TCP","60","50473  >  http(80) [ACK] Seq=146 Ack=16405 Win=65536 Len=0"
"2881","40.530917","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=17772 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2882","40.530993","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=19139 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2883","40.531053","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=20506 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2884","40.531115","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=21873 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2885","40.531593","192.168.66.22","qwe.mvdunalterableairreport.net","TCP","60","50473  >  http(80) [ACK] Seq=146 Ack=19139 Win=65536 Len=0"
"2886","40.531594","192.168.66.22","qwe.mvdunalterableairreport.net","TCP","60","50473  >  http(80) [ACK] Seq=146 Ack=21873 Win=65536 Len=0"
"2887","40.531702","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=23240 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2888","40.531773","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=24607 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2889","40.531834","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=25974 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2890","40.531896","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=27341 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2891","40.532371","192.168.66.22","qwe.mvdunalterableairreport.net","TCP","60","50473  >  http(80) [ACK] Seq=146 Ack=24607 Win=65536 Len=0"
"2892","40.532372","192.168.66.22","qwe.mvdunalterableairreport.net","TCP","60","50473  >  http(80) [ACK] Seq=146 Ack=27341 Win=65536 Len=0"
"2893","40.550628","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=28708 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2894","40.551307","192.168.66.22","qwe.mvdunalterableairreport.net","TCP","60","50473  >  http(80) [ACK] Seq=146 Ack=30075 Win=65536 Len=0"
"2895","40.551381","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=30075 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2896","40.551442","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=31442 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2897","40.552169","192.168.66.22","qwe.mvdunalterableairreport.net","TCP","60","50473  >  http(80) [ACK] Seq=146 Ack=32809 Win=65536 Len=0"
"2898","40.572393","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=32809 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2899","40.769447","216.9.81.189","192.168.66.22","TCP","54","http(80)  >  50447 [ACK] Seq=37708 Ack=626 Win=7088 Len=0"
"2900","40.775278","192.168.66.22","qwe.mvdunalterableairreport.net","TCP","60","50473  >  http(80) [ACK] Seq=146 Ack=34176 Win=65536 Len=0"
"2901","40.796824","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=34176 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2902","40.796895","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=35543 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2903","40.797613","192.168.66.22","qwe.mvdunalterableairreport.net","TCP","60","50473  >  http(80) [ACK] Seq=146 Ack=36910 Win=65536 Len=0"
"2904","40.817772","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=36910 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2905","40.818558","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=38277 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2906","40.818632","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=39644 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2907","40.819230","192.168.66.22","qwe.mvdunalterableairreport.net","TCP","60","50473  >  http(80) [ACK] Seq=146 Ack=39644 Win=65536 Len=0"
"2908","40.819347","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=41011 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2909","40.819425","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=42378 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2910","40.819486","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=43745 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2911","40.820013","192.168.66.22","qwe.mvdunalterableairreport.net","TCP","60","50473  >  http(80) [ACK] Seq=146 Ack=42378 Win=65536 Len=0"
"2912","40.820014","192.168.66.22","qwe.mvdunalterableairreport.net","TCP","60","50473  >  http(80) [ACK] Seq=146 Ack=45112 Win=65536 Len=0"
"2913","40.838303","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=45112 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2914","40.839088","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=46479 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2915","40.839159","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=47846 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2916","40.839761","192.168.66.22","qwe.mvdunalterableairreport.net","TCP","60","50473  >  http(80) [ACK] Seq=146 Ack=47846 Win=65536 Len=0"
"2917","40.839872","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=49213 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2918","40.839941","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=50580 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2919","40.840545","192.168.66.22","qwe.mvdunalterableairreport.net","TCP","60","50473  >  http(80) [ACK] Seq=146 Ack=50580 Win=65536 Len=0"
"2920","40.840653","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=51947 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2921","40.840724","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=53314 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2922","40.840785","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=54681 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2923","40.840852","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=56048 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2924","40.841323","192.168.66.22","qwe.mvdunalterableairreport.net","TCP","60","50473  >  http(80) [ACK] Seq=146 Ack=53314 Win=65536 Len=0"
"2925","40.841324","192.168.66.22","qwe.mvdunalterableairreport.net","TCP","60","50473  >  http(80) [ACK] Seq=146 Ack=56048 Win=65536 Len=0"
"2926","40.934166","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=57415 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2927","40.934845","192.168.66.22","qwe.mvdunalterableairreport.net","TCP","60","50473  >  http(80) [ACK] Seq=146 Ack=58782 Win=65536 Len=0"
"2928","41.043628","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=58782 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2929","41.043697","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=60149 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2930","41.043762","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=61516 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2931","41.043825","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=62883 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2932","41.044293","192.168.66.22","qwe.mvdunalterableairreport.net","TCP","60","50473  >  http(80) [ACK] Seq=146 Ack=61516 Win=65536 Len=0"
"2933","41.044655","192.168.66.22","qwe.mvdunalterableairreport.net","TCP","60","50473  >  http(80) [ACK] Seq=146 Ack=64250 Win=65536 Len=0"
"2934","41.087221","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=64250 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2935","41.101360","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=65617 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2936","41.101432","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=66984 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2937","41.101498","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=68351 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2938","41.102033","192.168.66.22","qwe.mvdunalterableairreport.net","TCP","60","50473  >  http(80) [ACK] Seq=146 Ack=66984 Win=65536 Len=0"
"2939","41.102034","192.168.66.22","qwe.mvdunalterableairreport.net","TCP","60","50473  >  http(80) [ACK] Seq=146 Ack=69718 Win=65536 Len=0"
"2940","41.102147","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=69718 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2941","41.102218","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=71085 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2942","41.102939","192.168.66.22","qwe.mvdunalterableairreport.net","TCP","60","50473  >  http(80) [ACK] Seq=146 Ack=72452 Win=65536 Len=0"
"2943","41.107609","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=72452 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2944","41.108395","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=73819 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2945","41.108468","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=75186 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2946","41.108532","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=76553 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2947","41.109067","192.168.66.22","qwe.mvdunalterableairreport.net","TCP","60","50473  >  http(80) [ACK] Seq=146 Ack=75186 Win=65536 Len=0"
"2948","41.109070","192.168.66.22","qwe.mvdunalterableairreport.net","TCP","60","50473  >  http(80) [ACK] Seq=146 Ack=77920 Win=65536 Len=0"
"2949","41.109182","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=77920 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2950","41.109252","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=79287 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2951","41.109314","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=80654 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2952","41.109930","192.168.66.22","qwe.mvdunalterableairreport.net","TCP","60","50473  >  http(80) [ACK] Seq=146 Ack=80654 Win=65536 Len=0"
"2953","41.109959","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=82021 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2954","41.110030","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","1421","http(80)  >  50473 [ACK] Seq=83388 Ack=146 Win=15680 Len=1367 [TCP segment of a reassembled PDU]"
"2955","41.110633","192.168.66.22","qwe.mvdunalterableairreport.net","TCP","60","50473  >  http(80) [ACK] Seq=146 Ack=83388 Win=65536 Len=0"
"2956","41.242994","qwe.mvdunalterableairreport.net","192.168.66.22","HTTP","326","HTTP/1.1 200 OK "
"2957","41.243329","192.168.66.22","qwe.mvdunalterableairreport.net","TCP","60","50473  >  http(80) [ACK] Seq=146 Ack=85027 Win=65536 Len=0"
"2958","41.725489","192.168.66.22","192.168.66.1","DNS","78","Standard query 0x0ce6 A www.earthtools.org"
"2959","41.803935","74.125.232.69","192.168.66.22","TCP","54","[TCP Keep-Alive] https(443)  >  50463 [ACK] Seq=191610 Ack=580 Win=45056 Len=0"
"2960","41.804266","192.168.66.22","74.125.232.69","TCP","60","[TCP ZeroWindow] 50463  >  https(443) [ACK] Seq=580 Ack=191611 Win=0 Len=0"
"2961","41.953726","192.168.66.1","192.168.66.22","DNS","94","Standard query response 0x0ce6 A www.earthtools.org A 208.113.226.171"
"2962","41.954765","192.168.66.22","www.earthtools.org","TCP","66","50474  >  http(80) [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"2963","42.579691","www.earthtools.org","192.168.66.22","TCP","66","http(80)  >  50474 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1367 SACK_PERM WS=128"
"2964","42.580035","192.168.66.22","www.earthtools.org","TCP","60","50474  >  http(80) [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"2965","42.580037","192.168.66.22","www.earthtools.org","HTTP","154","POST /timezone/0/0 HTTP/1.1 "
"2966","43.091727","www.earthtools.org","192.168.66.22","TCP","54","http(80)  >  50474 [ACK] Seq=1 Ack=101 Win=14720 Len=0"
"2967","44.043416","www.earthtools.org","192.168.66.22","HTTP/XML","748","HTTP/1.1 200 OK "
"2968","44.057378","192.168.66.22","192.168.66.1","DNS","77","Standard query 0xe713 A www.ecb.europa.eu"
"2969","44.245319","192.168.66.22","www.earthtools.org","TCP","60","50474  >  http(80) [ACK] Seq=101 Ack=695 Win=64768 Len=0"
"2970","44.267747","192.168.66.1","192.168.66.22","DNS","171","Standard query response 0xe713 A www.ecb.europa.eu CNAME www.ecb.europa.eu.edgekey.net CNAME e7443.ksd.akamaiedge.net A 23.55.232.11"
"2971","44.268819","192.168.66.22","e7443.ksd.akamaiedge.net","TCP","66","50475  >  http(80) [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"2972","44.779587","e7443.ksd.akamaiedge.net","192.168.66.22","TCP","66","http(80)  >  50475 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1367 SACK_PERM WS=32"
"2973","44.779921","192.168.66.22","e7443.ksd.akamaiedge.net","TCP","60","50475  >  http(80) [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"2974","44.779923","192.168.66.22","e7443.ksd.akamaiedge.net","HTTP","179","POST /stats/eurofxref/eurofxref-hist-90d.xml HTTP/1.1 "
"2975","45.091205","e7443.ksd.akamaiedge.net","192.168.66.22","TCP","54","http(80)  >  50475 [ACK] Seq=1 Ack=126 Win=14624 Len=0"
"2976","45.159850","e7443.ksd.akamaiedge.net","192.168.66.22","TCP","1421","http(80)  >  50475 [ACK] Seq=1 Ack=126 Win=14624 Len=1367 [TCP segment of a reassembled PDU]"
"2977","45.159924","e7443.ksd.akamaiedge.net","192.168.66.22","TCP","1421","http(80)  >  50475 [ACK] Seq=1368 Ack=126 Win=14624 Len=1367 [TCP segment of a reassembled PDU]"
"2978","45.160598","192.168.66.22","e7443.ksd.akamaiedge.net","TCP","60","50475  >  http(80) [ACK] Seq=126 Ack=2735 Win=65536 Len=0"
"2979","45.160617","e7443.ksd.akamaiedge.net","192.168.66.22","TCP","1421","http(80)  >  50475 [ACK] Seq=2735 Ack=126 Win=14624 Len=1367 [TCP segment of a reassembled PDU]"
"2980","45.160701","e7443.ksd.akamaiedge.net","192.168.66.22","TCP","1421","http(80)  >  50475 [ACK] Seq=4102 Ack=126 Win=14624 Len=1367 [TCP segment of a reassembled PDU]"
"2981","45.161362","192.168.66.22","e7443.ksd.akamaiedge.net","TCP","60","50475  >  http(80) [ACK] Seq=126 Ack=5469 Win=65536 Len=0"
"2982","45.314321","e7443.ksd.akamaiedge.net","192.168.66.22","TCP","1421","http(80)  >  50475 [ACK] Seq=5469 Ack=126 Win=14624 Len=1367 [TCP segment of a reassembled PDU]"
"2983","45.315106","e7443.ksd.akamaiedge.net","192.168.66.22","TCP","1421","http(80)  >  50475 [ACK] Seq=6836 Ack=126 Win=14624 Len=1367 [TCP segment of a reassembled PDU]"
"2984","45.315177","e7443.ksd.akamaiedge.net","192.168.66.22","TCP","1421","http(80)  >  50475 [ACK] Seq=8203 Ack=126 Win=14624 Len=1367 [TCP segment of a reassembled PDU]"
"2985","45.315241","e7443.ksd.akamaiedge.net","192.168.66.22","TCP","1421","http(80)  >  50475 [ACK] Seq=9570 Ack=126 Win=14624 Len=1367 [TCP segment of a reassembled PDU]"
"2986","45.315438","192.168.66.22","e7443.ksd.akamaiedge.net","TCP","60","50475  >  http(80) [ACK] Seq=126 Ack=8203 Win=65536 Len=0"
"2987","45.315851","e7443.ksd.akamaiedge.net","192.168.66.22","TCP","1421","http(80)  >  50475 [ACK] Seq=10937 Ack=126 Win=14624 Len=1367 [TCP segment of a reassembled PDU]"
"2988","45.315914","e7443.ksd.akamaiedge.net","192.168.66.22","TCP","1421","http(80)  >  50475 [ACK] Seq=12304 Ack=126 Win=14624 Len=1367 [TCP segment of a reassembled PDU]"
"2989","45.315924","192.168.66.22","e7443.ksd.akamaiedge.net","TCP","60","50475  >  http(80) [ACK] Seq=126 Ack=10937 Win=65536 Len=0"
"2990","45.316594","192.168.66.22","e7443.ksd.akamaiedge.net","TCP","60","50475  >  http(80) [ACK] Seq=126 Ack=13671 Win=65536 Len=0"
"2991","45.415405","192.168.66.22","lifeinsidedetroit.com","TCP","60","50457  >  http(80) [RST, ACK] Seq=711 Ack=510 Win=0 Len=0"
"2992","45.415407","192.168.66.22","bootstrapcdn.jdorfman.netdna-cdn.com","TCP","60","50449  >  http(80) [RST, ACK] Seq=322 Ack=5026 Win=0 Len=0"
"2993","45.415408","192.168.66.22","bootstrapcdn.jdorfman.netdna-cdn.com","TCP","60","50451  >  http(80) [FIN, ACK] Seq=348 Ack=38743 Win=65148 Len=0"
"2994","45.468880","e7443.ksd.akamaiedge.net","192.168.66.22","TCP","1421","http(80)  >  50475 [ACK] Seq=13671 Ack=126 Win=14624 Len=1367 [TCP segment of a reassembled PDU]"
"2995","45.469672","e7443.ksd.akamaiedge.net","192.168.66.22","TCP","1421","http(80)  >  50475 [ACK] Seq=15038 Ack=126 Win=14624 Len=1367 [TCP segment of a reassembled PDU]"
"2996","45.469743","e7443.ksd.akamaiedge.net","192.168.66.22","TCP","1421","http(80)  >  50475 [ACK] Seq=16405 Ack=126 Win=14624 Len=1367 [TCP segment of a reassembled PDU]"
"2997","45.469803","e7443.ksd.akamaiedge.net","192.168.66.22","TCP","1421","http(80)  >  50475 [ACK] Seq=17772 Ack=126 Win=14624 Len=1367 [TCP segment of a reassembled PDU]"
"2998","45.469877","e7443.ksd.akamaiedge.net","192.168.66.22","TCP","1421","http(80)  >  50475 [ACK] Seq=19139 Ack=126 Win=14624 Len=1367 [TCP segment of a reassembled PDU]"
"2999","45.470003","192.168.66.22","e7443.ksd.akamaiedge.net","TCP","60","50475  >  http(80) [ACK] Seq=126 Ack=16405 Win=65536 Len=0"
"3000","45.470383","192.168.66.22","e7443.ksd.akamaiedge.net","TCP","60","50475  >  http(80) [ACK] Seq=126 Ack=19139 Win=65536 Len=0"
"3001","45.470417","e7443.ksd.akamaiedge.net","192.168.66.22","TCP","1421","http(80)  >  50475 [ACK] Seq=20506 Ack=126 Win=14624 Len=1367 [TCP segment of a reassembled PDU]"
